Title,Ratings,Votings,Duration,Genre
405. Emakku Thozhil Romance,4.9, (121),1h 51m,Romance
407. Keshava Chandra Ramavath,6.7, (78),2h 13m,Romance
408. The Little Things,7.7, (41),1h 30m,Romance
409. Hearts Creek,5.8, (116),1h 30m,Romance
412. Lobola Man,4.6, (201),1h 48m,Romance
413. Once Upon a Honeymoon,6.8, (21),1h 49m,Romance
414. Love Me If You Dare,4.3, (472),2h 8m,Romance
415. Holiday for Hire,5.8, (190),1h 24m,Romance
416. Ienai Himitsu,6.9, (63),1h 55m,Romance
417. ¿Quién quiere casarse con un Astronauta?,8.7, (12),1h 34m,Romance
418. Sunlight,7.9, (17),1h 36m,Romance
419. Lyubvi ne byvaet?,5.5, (156),1h 45m,Romance
421. To potami,6.4, (17),1h 33m,Romance
422. Die Ironie des Lebens,6.6, (70),1h 49m,Romance
423. Nie Xiaoqian,6.4, (16),1h 52m,Romance
424. Double Blended,5.6, (52),1h 27m,Romance
426. Letters at Christmas,3.7, (170),1h 24m,Romance
427. Elevator,5.2, (127),1h 35m,Romance
429. Pool & Party,2.7, (232),1h 30m,Romance
430. Chanchal Haseena,7.2, (34),1h 38m,Romance
431. Could Have Waited for August,6.2, (836),1h 52m,Romance
432. Jee Ve Sohneya Jee,6.7, (261),2h 21m,Romance
433. Because I Love Bad Weather,6.2, (136),1h 40m,Romance
434. Kagojer Bou,6.0, (25),1h 52m,Romance
435. Usha Parinayam,9.0, (2.1K),2h 24m,Romance
436. Skinny Love,8.3, (84),1h 32m,Romance
437. Greice,6.9, (122),1h 50m,Romance
438. Ibbani Tabbida Ileyali,7.4, (834),2h 40m,Romance
440. Him,7.2, (21),1h 20m,Romance
442. Soft Love,6.6, (35),1h 54m,Romance
443. Zénithal,5.4, (78),1h 20m,Romance
444. Reloaded 2,8.0, (1K),45m,Romance
445. Buzzy Noise,6.0, (51),1h 59m,Romance
"446. Step Back, Doors Closing",9.0, (40),1h 38m,Romance
447. Günesi Söndürmem Gerek,3.5, (181),1h 45m,Romance
448. O2,6.6, (7.9K),1h 45m,Romance
450. 36-24-36,6.0, (212),1h 58m,Romance
451. Heart Strings,5.8, (10),1h 47m,Romance
454. A Soweto Love Story,4.4, (282),1h 41m,Romance
457. Hrashwo Deergha,7.9, (80),2h 30m,Romance
458. Babli,6.8, (565),2h 14m,Romance
459. Teasing Master Takagi-san Movie,6.7, (293),1h 59m,Romance
460. Heavens x Candy,6.1, (39),1h 10m,Romance
461. Christmas in Lagos,4.6, (170),2h,Romance
462. Jingle Bell Love,6.1, (216),1h 21m,Romance
463. Kajolrekha,6.3, (172),2h 36m,Romance
465. Stranded Pearl,6.0, (27),1h 30m,Romance
466. Apsara,7.0, (32),2h 30m,Romance
467. Pranaya Godari,7.8, (2.4K),2h 28m,Romance
468. Christmas Overtime,5.7, (24),1h 32m,Romance
470. Amar Prem Ki Prem Kahani,4.4, (636),1h 57m,Romance
474. The Mediterranean Sea,7.3, (78),1h 48m,Romance
475. Rajkumar,7.4, (2.6K),2h 25m,Romance
476. Sign Here,6.2, (244),1h 40m,Romance
477. Mi Perfecto Ex,7.6, (19),1h 23m,Romance
478. Once Upon A Love Story,7.6, (78),2h 15m,Romance
"479. Dao, Pho Va Piano",5.8, (194),1h 40m,Romance
480. Dinda,7.0, (38),1h 34m,Romance
481. Her Seyin Basi Merkür,3.5, (148),1h 45m,Romance
482. My Sassy Girl,5.2, (109),1h 57m,Romance
483. Lyod 3,6.0, (300),2h 14m,Romance
484. Pretty Boys,5.4, (33),1h 7m,Romance
485. Güle-Güle,6.2, (6),1h 58m,Romance
487. 8 Views of Lake Biwa,5.4, (107),2h 6m,Romance
488. Kailasa Kasidre,5.9, (1K),2h 4m,Romance
489. Your 1/2 of the Rent,8.1, (17),1h 45m,Romance
490. Shooting My Life's Script,6.2, (336),1h 35m,Romance
491. Koi wo Shiranai Bokutachi wa,4.7, (6),1h 51m,Romance
492. Le beau rôle,6.9, (56),1h 24m,Romance
"493. I Love You, to the Moon, and Back",6.0, (77),1h 45m,Romance
494. Bed & Breakfast,6.1, (205),1h 23m,Romance
496. Marriage Mansion,9.1, (23),Not Rated,Romance
497. 40,4.8, (18),1h 43m,Romance
498. Assisting Venus,6.2, (27),1h 40m,Romance
499. Buk Poketer Golpo,7.9, (214),1h 35m,Romance
500. Lady Outlaw,7.0, (17),1h 44m,Romance
502. Love Syndrome: The Beginning,6.2, (52),1h 30m,Romance
504. Ondu Sarala Prema Kathe,7.5, (712),2h 29m,Romance
505. Fragments of Us,7.8, (10),49m,Romance
506. 10 Pasimatymu,5.9, (24),1h 39m,Romance
507. Vidya Vasula Aham,6.6, (92),1h 42m,Romance
508. Boda Love,8.2, (14),1h 47m,Romance
509. My Zombabe,5.1, (79),1h 45m,Romance
511. Uang Panai' 2 Maha(r)l,7.7, (41),1h 46m,Romance
512. Rabb Da Radio 3,6.8, (6),2h 2m,Romance
513. Parahuna 2,6.7, (80),1h 55m,Romance
516. A Christmas Dream,4.8, (51),1h 34m,Romance
517. Do I Shock U Like Lightning,9.1, (23),1h 37m,Romance
518. A Fragile Flower,8.6, (1.6K),1h 36m,Romance
520. Abhi,8.0, (44),2h 15m,Romance
521. Aaram Aravinda Swamy,9.4, (329),2h 12m,Romance
522. Angithee 3,8.1, (61),1h 39m,Romance
525. Honeymoon Express,8.4, (2.1K),1h 58m,Romance
526. Election,5.9, (808),2h,Romance
527. Seni Memahami Kekasih,8.0, (60),1h 31m,Romance
528. Neath's Love Story,7.6, (52),1h 46m,Romance
530. How to Make Love,2.8, (11),1h 5m,Romance
531. Life Hotel,6.6, (152),1h 58m,Romance
532. Traces of Love,6.5, (905),1h 45m,Romance
533. Hong lou meng,3.5, (22),2h,Romance
534. Zyat,4.3, (113),1h 20m,Romance
"535. Fallen Leaves, Broken Lighters",7.7, (7),1h 36m,Romance
